Iteration	 Training error	 Validation error 
1	1.24227	0
2	1.18875	0
3	1.04442	0
4	1.09205	0
5	1.1739	0
6	1.03717	0
7	1.0339	0
8	1.03146	0
9	1.01082	0
10	1.03549	0
11	1.04519	0
12	1.04866	0
13	1.05009	0
14	1.05567	0
15	1.06489	0
16	1.05705	0
17	1.05065	0
18	1.05062	0
19	1.05061	0
20	1.05059	0
21	1.05057	0
22	1.05054	0
23	1.05049	0
24	1.05038	0
25	1.04989	0
26	1.04815	0
27	1.08834	0
28	1.07624	0
29	1.07417	0
30	1.08091	0
31	1.07759	0
32	1.07555	0
33	1.08095	0
34	1.08209	0
35	1.08907	0
36	1.0898	0
37	1.10124	0
38	1.0969	0
39	1.09463	0
40	1.093	0
41	1.09249	0
42	1.09199	0
43	1.09146	0
44	1.09048	0
45	1.08835	0
46	1.08617	0
47	1.08542	0
48	1.08357	0
49	1.08449	0
50	1.08446	0
51	1.08198	0
52	1.0774	0
53	1.08812	0
54	1.08485	0
55	1.08363	0
56	1.083	0
57	1.08223	0
58	1.08168	0
501	1.08239	0
