Iteration	 Training error	 Validation error 
1	0.350928	0
2	0.251523	0
3	0.236032	0
4	0.225219	0
5	0.21518	0
6	0.211339	0
7	0.208265	0
8	0.205531	0
9	0.203226	0
10	0.201023	0
11	0.198544	0
12	0.195225	0
13	0.189955	0
14	0.180471	0
15	0.163084	0
16	0.136453	0
17	0.10904	0
18	0.0906112	0
19	0.0807412	0
20	0.0753047	0
21	0.0717943	0
22	0.0691732	0
23	0.0670374	0
24	0.0652115	0
25	0.0636081	0
26	0.062178	0
27	0.0608908	0
28	0.0597268	0
29	0.0586715	0
30	0.0577143	0
31	0.056846	0
32	0.0560582	0
33	0.0553428	0
34	0.0546913	0
35	0.0540953	0
36	0.053546	0
37	0.0530351	0
38	0.052554	0
39	0.0520944	0
40	0.0516478	0
41	0.0512052	0
42	0.050757	0
43	0.0502918	0
44	0.0497958	0
45	0.0492514	0
46	0.048635	0
47	0.0479144	0
48	0.0470453	0
49	0.0459675	0
50	0.0446059	0
51	0.0428901	0
52	0.0408189	0
53	0.038579	0
54	0.0365696	0
55	0.0350965	0
56	0.0340423	0
57	0.0331144	0
58	0.0322274	0
59	0.0314062	0
60	0.030644	0
61	0.0299268	0
62	0.0292467	0
63	0.0285952	0
64	0.027963	0
65	0.027341	0
66	0.0267197	0
67	0.0260889	0
68	0.0254382	0
69	0.0247568	0
70	0.0240344	0
71	0.0232625	0
72	0.022437	0
73	0.0215609	0
74	0.0206471	0
75	0.0197182	0
76	0.018802	0
77	0.017925	0
78	0.0171067	0
79	0.0163575	0
80	0.0156797	0
81	0.0150697	0
82	0.0145208	0
83	0.0140255	0
84	0.0135765	0
85	0.0131672	0
86	0.012792	0
87	0.0124459	0
88	0.0121252	0
89	0.0118265	0
90	0.011547	0
91	0.0112846	0
92	0.0110372	0
93	0.0108034	0
94	0.0105817	0
95	0.0103709	0
96	0.0101701	0
97	0.00997847	0
98	0.00979517	0
99	0.00961957	0
100	0.0094511	0
101	0.00928923	0
102	0.00913351	0
103	0.00898352	0
104	0.0088389	0
105	0.00869931	0
106	0.00856445	0
107	0.00843404	0
108	0.00830783	0
109	0.00818558	0
110	0.00806709	0
111	0.00795216	0
112	0.00784061	0
113	0.00773227	0
114	0.00762698	0
115	0.0075246	0
116	0.007425	0
117	0.00732805	0
118	0.00723363	0
119	0.00714162	0
120	0.00705194	0
121	0.00696448	0
122	0.00687914	0
123	0.00679585	0
124	0.00671451	0
125	0.00663506	0
126	0.00655743	0
127	0.00648153	0
128	0.00640732	0
129	0.00633471	0
130	0.00626367	0
131	0.00619413	0
132	0.00612604	0
133	0.00605934	0
134	0.005994	0
135	0.00592996	0
136	0.00586719	0
137	0.00580563	0
138	0.00574526	0
139	0.00568603	0
140	0.00562791	0
141	0.00557087	0
142	0.00551486	0
143	0.00545986	0
144	0.00540584	0
145	0.00535277	0
146	0.00530063	0
147	0.00524938	0
148	0.00519899	0
149	0.00514946	0
150	0.00510075	0
151	0.00505284	0
152	0.0050057	0
153	0.00495933	0
154	0.00491369	0
155	0.00486878	0
156	0.00482456	0
157	0.00478103	0
158	0.00473816	0
159	0.00469594	0
160	0.00465436	0
161	0.0046134	0
162	0.00457304	0
163	0.00453328	0
164	0.00449409	0
165	0.00445547	0
166	0.0044174	0
167	0.00437987	0
168	0.00434287	0
169	0.00430639	0
170	0.00427041	0
171	0.00423493	0
172	0.00419994	0
173	0.00416543	0
174	0.00413139	0
175	0.00409781	0
176	0.00406467	0
177	0.00403199	0
178	0.00399973	0
179	0.00396791	0
180	0.0039365	0
181	0.00390551	0
182	0.00387493	0
183	0.00384474	0
184	0.00381495	0
185	0.00378554	0
186	0.00375652	0
187	0.00372787	0
188	0.00369959	0
189	0.00367167	0
190	0.00364411	0
191	0.0036169	0
192	0.00359005	0
193	0.00356353	0
194	0.00353736	0
195	0.00351152	0
196	0.003486	0
197	0.00346081	0
198	0.00343594	0
199	0.00341139	0
200	0.00338715	0
201	0.00336321	0
202	0.00333958	0
203	0.00331625	0
204	0.00329321	0
205	0.00327046	0
206	0.003248	0
207	0.00322583	0
208	0.00320393	0
209	0.00318231	0
210	0.00316096	0
211	0.00313987	0
212	0.00311906	0
213	0.0030985	0
214	0.0030782	0
215	0.00305816	0
216	0.00303836	0
217	0.00301882	0
218	0.00299951	0
219	0.00298045	0
220	0.00296162	0
221	0.00294303	0
222	0.00292466	0
223	0.00290653	0
224	0.00288861	0
225	0.00287092	0
226	0.00285344	0
227	0.00283618	0
228	0.00281913	0
229	0.00280228	0
230	0.00278564	0
231	0.0027692	0
232	0.00275296	0
233	0.00273691	0
234	0.00272105	0
235	0.00270539	0
236	0.00268991	0
237	0.00267461	0
238	0.0026595	0
239	0.00264456	0
240	0.0026298	0
241	0.00261521	0
242	0.00260079	0
243	0.00258654	0
244	0.00257246	0
245	0.00255853	0
246	0.00254476	0
247	0.00253116	0
248	0.0025177	0
249	0.0025044	0
250	0.00249125	0
251	0.00247824	0
252	0.00246538	0
253	0.00245267	0
254	0.00244009	0
255	0.00242766	0
256	0.00241536	0
257	0.00240319	0
258	0.00239116	0
259	0.00237925	0
260	0.00236748	0
261	0.00235583	0
262	0.0023443	0
263	0.0023329	0
264	0.00232162	0
265	0.00231046	0
266	0.00229941	0
267	0.00228848	0
268	0.00227766	0
269	0.00226696	0
270	0.00225636	0
271	0.00224587	0
272	0.00223549	0
273	0.00222522	0
274	0.00221505	0
275	0.00220498	0
276	0.00219501	0
277	0.00218514	0
278	0.00217537	0
279	0.00216569	0
280	0.00215611	0
281	0.00214662	0
282	0.00213723	0
283	0.00212792	0
284	0.00211871	0
285	0.00210958	0
286	0.00210054	0
287	0.00209159	0
288	0.00208272	0
289	0.00207393	0
290	0.00206523	0
291	0.00205661	0
292	0.00204807	0
293	0.0020396	0
294	0.00203122	0
295	0.00202291	0
296	0.00201468	0
297	0.00200652	0
298	0.00199843	0
299	0.00199042	0
300	0.00198248	0
301	0.00197461	0
302	0.00196681	0
303	0.00195908	0
304	0.00195141	0
305	0.00194382	0
306	0.00193629	0
307	0.00192882	0
308	0.00192142	0
309	0.00191408	0
310	0.00190681	0
311	0.0018996	0
312	0.00189245	0
313	0.00188536	0
314	0.00187832	0
315	0.00187135	0
316	0.00186444	0
317	0.00185758	0
318	0.00185078	0
319	0.00184403	0
320	0.00183734	0
321	0.00183071	0
322	0.00182413	0
323	0.0018176	0
324	0.00181113	0
325	0.0018047	0
326	0.00179833	0
327	0.00179201	0
328	0.00178574	0
329	0.00177952	0
330	0.00177334	0
331	0.00176722	0
332	0.00176114	0
333	0.00175511	0
334	0.00174913	0
335	0.00174319	0
336	0.0017373	0
337	0.00173145	0
338	0.00172565	0
339	0.00171989	0
340	0.00171417	0
341	0.0017085	0
342	0.00170287	0
343	0.00169728	0
344	0.00169173	0
345	0.00168623	0
346	0.00168076	0
347	0.00167533	0
348	0.00166995	0
349	0.0016646	0
350	0.00165929	0
351	0.00165402	0
352	0.00164879	0
353	0.00164359	0
354	0.00163844	0
355	0.00163331	0
356	0.00162823	0
357	0.00162318	0
358	0.00161816	0
359	0.00161319	0
360	0.00160824	0
361	0.00160333	0
362	0.00159845	0
363	0.00159361	0
364	0.0015888	0
365	0.00158402	0
366	0.00157928	0
367	0.00157457	0
368	0.00156989	0
369	0.00156524	0
370	0.00156062	0
371	0.00155603	0
372	0.00155148	0
373	0.00154695	0
374	0.00154245	0
375	0.00153799	0
376	0.00153355	0
377	0.00152914	0
378	0.00152476	0
379	0.00152041	0
