Iteration	 Training error	 Validation error 
1	0.328846	0
2	0.311147	0
3	0.299182	0
4	0.290973	0
5	0.284741	0
6	0.279604	0
7	0.275115	0
8	0.271082	0
9	0.267463	0
10	0.264276	0
11	0.26143	0
12	0.25879	0
13	0.256257	0
14	0.253791	0
15	0.251343	0
16	0.248735	0
17	0.245803	0
18	0.243024	0
19	0.240628	0
20	0.238425	0
21	0.23641	0
22	0.234569	0
23	0.232831	0
24	0.231175	0
25	0.229555	0
26	0.227955	0
27	0.226371	0
28	0.224787	0
29	0.223206	0
30	0.221633	0
31	0.220062	0
32	0.218483	0
33	0.216891	0
34	0.21529	0
35	0.213684	0
36	0.212066	0
37	0.210443	0
38	0.208846	0
39	0.207293	0
40	0.205787	0
41	0.204342	0
42	0.202961	0
43	0.201621	0
44	0.200297	0
45	0.198978	0
46	0.197669	0
47	0.196371	0
48	0.195067	0
49	0.193725	0
50	0.192328	0
51	0.190867	0
52	0.189357	0
53	0.187847	0
54	0.186379	0
55	0.184992	0
56	0.183697	0
57	0.182475	0
58	0.181309	0
59	0.180181	0
60	0.179071	0
61	0.177953	0
62	0.176811	0
63	0.175635	0
64	0.174436	0
65	0.173241	0
66	0.172075	0
67	0.170933	0
68	0.169795	0
69	0.168648	0
70	0.167487	0
71	0.166293	0
72	0.165053	0
73	0.163777	0
74	0.162503	0
75	0.161271	0
76	0.160085	0
77	0.158908	0
78	0.157681	0
79	0.15631	0
80	0.154755	0
81	0.153202	0
82	0.151675	0
83	0.150124	0
84	0.148686	0
85	0.147326	0
86	0.14608	0
87	0.144912	0
88	0.143798	0
89	0.142752	0
90	0.141781	0
91	0.140873	0
92	0.14002	0
93	0.139181	0
94	0.13841	0
95	0.137639	0
96	0.136964	0
97	0.136235	0
98	0.135629	0
99	0.134894	0
100	0.134318	0
101	0.13356	0
102	0.133003	0
103	0.132189	0
104	0.13161	0
105	0.13083	0
106	0.130352	0
107	0.129615	0
108	0.129064	0
109	0.128355	0
110	0.127783	0
111	0.127332	0
112	0.126634	0
113	0.126484	0
114	0.125651	0
115	0.125902	0
116	0.124632	0
117	0.125455	0
118	0.12378	0
119	0.125472	0
120	0.122923	0
121	0.125467	0
122	0.122162	0
123	0.125936	0
124	0.122059	0
125	0.124894	0
126	0.121458	0
127	0.124735	0
128	0.12238	0
129	0.121763	0
130	0.122436	0
131	0.120708	0
132	0.125345	0
133	0.118637	0
134	0.124769	0
135	0.117906	0
136	0.125103	0
137	0.118518	0
138	0.120337	0
139	0.118035	0
140	0.118336	0
141	0.119018	0
142	0.116041	0
143	0.117296	0
144	0.11546	0
145	0.115828	0
146	0.115332	0
147	0.114345	0
148	0.114552	0
149	0.113682	0
150	0.113842	0
151	0.113197	0
152	0.112944	0
153	0.112648	0
154	0.112304	0
155	0.112195	0
156	0.111705	0
157	0.111666	0
158	0.111221	0
159	0.111138	0
160	0.11076	0
161	0.110502	0
162	0.110251	0
163	0.109906	0
164	0.109769	0
165	0.109395	0
166	0.109254	0
167	0.108856	0
168	0.108691	0
169	0.108398	0
170	0.108201	0
171	0.107965	0
172	0.1077	0
173	0.10752	0
174	0.107216	0
175	0.107076	0
176	0.106771	0
177	0.106633	0
178	0.106348	0
179	0.106187	0
180	0.105935	0
181	0.105734	0
182	0.105527	0
183	0.105257	0
184	0.105088	0
185	0.104752	0
186	0.104579	0
187	0.104168	0
188	0.104022	0
189	0.103587	0
190	0.103544	0
191	0.103116	0
192	0.103215	0
193	0.102767	0
194	0.102968	0
195	0.102519	0
196	0.102733	0
197	0.102387	0
198	0.102471	0
199	0.102409	0
200	0.102155	0
201	0.102653	0
202	0.101746	0
203	0.103105	0
204	0.101352	0
205	0.103877	0
206	0.100961	0
207	0.105352	0
208	0.100631	0
209	0.106534	0
210	0.100381	0
211	0.110957	0
212	0.1012	0
213	0.108464	0
214	0.101042	0
215	0.109479	0
216	0.103661	0
217	0.103801	0
218	0.104442	0
